continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,population,median_age,aged_65_older,aged_70_older,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hosp_patients,hosp_patients_per_million,weekly_icu_admissions
Asia,Asia,9/7/2020,7888296,101108,110631.29,154064,1663,1636.71,1700.12,21.79,23.84,33.21,0.36,4639847425,,,,,,,,,,
Asia,Asia,9/8/2020,8006763,118467,112722.57,155735,1671,1648.14,1725.65,25.53,24.29,33.57,0.36,4639847425,,,,,,,,,,
Asia,Asia,9/9/2020,8132397,125634,114892,157546,1811,1668.86,1752.73,27.08,24.76,33.96,0.39,4639847425,,,,,,,,,,
Asia,Asia,9/10/2020,8260297,127900,117230,159375,1829,1688.57,1780.3,27.57,25.27,34.35,0.39,4639847425,,,,,,,,,,
Asia,Asia,9/11/2020,8389357,129060,119194.29,161085,1710,1700.71,1808.11,27.82,25.69,34.72,0.37,4639847425,,,,,,,,,,
Asia,Asia,9/12/2020,8513673,124316,120498.57,162865,1780,1727.71,1834.9,26.79,25.97,35.1,0.38,4639847425,,,,,,,,,,
Asia,Asia,9/13/2020,8634554,120881,121052.29,164576,1711,1739.29,1860.96,26.05,26.09,35.47,0.37,4639847425,,,,,,,,,,
Asia,Asia,9/14/2020,8750387,115833,123155.86,166478,1902,1773.43,1885.92,24.97,26.54,35.88,0.41,4639847425,,,,,,,,,,
Asia,Asia,9/15/2020,8872764,122377,123714.43,168376,1898,1805.86,1912.3,26.38,26.66,36.29,0.41,4639847425,,,,,,,,,,
Asia,Asia,9/16/2020,9003896,131132,124499.86,170256,1880,1815.71,1940.56,28.26,26.83,36.69,0.41,4639847425,,,,,,,,,,
Asia,Asia,9/17/2020,9133487,129591,124741.43,172097,1841,1817.43,1968.49,27.93,26.89,37.09,0.4,4639847425,,,,,,,,,,
Asia,Asia,9/18/2020,9260112,126625,124393.57,173950,1853,1837.86,1995.78,27.29,26.81,37.49,0.4,4639847425,,,,,,,,,,
Asia,Asia,9/19/2020,9383927,123815,124322,175755,1805,1841.43,2022.47,26.69,26.79,37.88,0.39,4639847425,,,,,,,,,,
Asia,Asia,9/20/2020,9501349,117422,123827.86,177532,1777,1850.86,2047.77,25.31,26.69,38.26,0.38,4639847425,,,,,,,,,,
Asia,Asia,9/21/2020,9607296,105947,122415.57,179224,1692,1820.86,2070.61,22.83,26.38,38.63,0.37,4639847425,,,,,,,,,,
Asia,Asia,9/22/2020,9724990,117694,121746.57,180978,1754,1800.29,2095.97,25.37,26.24,39.01,0.38,4639847425,,,,,,,,,,
Asia,Asia,9/23/2020,9848838,123848,120706,182829,1851,1796.14,2122.66,26.69,26.02,39.4,0.4,4639847425,,,,,,,,,,
Asia,Asia,9/24/2020,9972464,123626,119853.86,184612,1783,1787.86,2149.31,26.64,25.83,39.79,0.38,4639847425,,,,,,,,,,
Asia,Asia,9/25/2020,10094975,122511,119266.14,186382,1770,1776,2175.71,26.4,25.71,40.17,0.38,4639847425,,,,,,,,,,
Asia,Asia,9/26/2020,10216931,121956,119000.57,188169,1787,1773.43,2202,26.28,25.65,40.56,0.39,4639847425,,,,,,,,,,
Asia,Asia,9/27/2020,10330314,113383,118423.57,189874,1705,1763.14,2226.43,24.44,25.52,40.92,0.37,4639847425,,,,,,,,,,
Asia,Asia,9/28/2020,10428832,98518,117362.29,191298,1424,1724.86,2247.67,21.23,25.29,41.23,0.31,4639847425,,,,,,,,,,
Asia,Asia,9/29/2020,10542963,114131,116853.29,193220,1922,1748.86,2272.27,24.6,25.19,41.64,0.41,4639847425,,,,,,,,,,
Asia,Asia,9/30/2020,10668654,125691,117116.57,195117,1897,1755.43,2299.35,27.09,25.24,42.05,0.41,4639847425,,,,,,,,,,
Asia,Asia,10/1/2020,10788124,119470,116522.86,196894,1777,1754.57,2325.1,25.75,25.11,42.44,0.38,4639847425,,,,,,,,,,
Asia,Asia,10/2/2020,10905127,117003,115736,198651,1757,1752.71,2350.32,25.22,24.94,42.81,0.38,4639847425,,,,,,,,,,
Asia,Asia,10/3/2020,11012665,107538,113676.29,200205,1554,1719.43,2373.5,23.18,24.5,43.15,0.34,4639847425,,,,,,,,,,
Asia,Asia,10/6/2020,11326772,108624,111972.71,205173,1711,1707.57,2441.2,23.41,24.13,44.22,0.37,4639847425,,,,,,,,,,
Asia,Asia,10/7/2020,11443561,116789,110701,206913,1740,1685.14,2466.37,25.17,23.86,44.6,0.38,4639847425,,,,,,,,,,
Asia,Asia,10/8/2020,11552422,108861,109185.43,208708,1795,1687.71,2489.83,23.46,23.53,44.98,0.39,4639847425,,,,,,,,,,
Asia,Asia,10/9/2020,11659576,107154,107778.43,210361,1653,1672.86,2512.92,23.09,23.23,45.34,0.36,4639847425,,,,,,,,,,
Asia,Asia,10/12/2020,11956970,90422,105546,214994,1406,1647.43,2577.02,19.49,22.75,46.34,0.3,4639847425,,,,,,,,,,
Asia,Asia,10/13/2020,12056751,99781,104282.71,216466,1472,1613.29,2598.52,21.51,22.48,46.65,0.32,4639847425,,,,,,,,,,
Asia,Asia,10/14/2020,12161535,104784,102567.71,218013,1547,1585.71,2621.11,22.58,22.11,46.99,0.33,4639847425,,,,,,,,,,
Asia,Asia,10/15/2020,12263375,101840,101564.71,219675,1662,1566.71,2643.06,21.95,21.89,47.35,0.36,4639847425,,,,,,,,,,
Asia,Asia,10/16/2020,12364045,100670,100638.43,221267,1592,1558,2664.75,21.7,21.69,47.69,0.34,4639847425,,,,,,,,,,
Asia,Asia,10/17/2020,12460581,96536,98987.14,223064,1797,1584,2685.56,20.81,21.33,48.08,0.39,4639847425,,,,,,,,,,
Asia,Asia,10/18/2020,12551918,91337,97910,224401,1337,1544.71,2705.24,19.69,21.1,48.36,0.29,4639847425,,,,,,,,,,
Asia,Asia,10/19/2020,12634255,82337,96755,225845,1444,1550.14,2722.99,17.75,20.85,48.68,0.31,4639847425,,,,,,,,,,
Asia,Asia,10/20/2020,12725049,90794,95471.14,227371,1526,1557.86,2742.56,19.57,20.58,49,0.33,4639847425,,,,,,,,,,
Asia,Asia,10/22/2020,12920629,97135,93893.43,230511,1532,1548,2784.71,20.94,20.24,49.68,0.33,4639847425,,,,,,,,,,
Asia,Asia,10/23/2020,13018153,97524,93444,232100,1589,1547.57,2805.73,21.02,20.14,50.02,0.34,4639847425,,,,,,,,,,
Asia,Asia,10/24/2020,13106871,88718,92327.14,233498,1398,1490.57,2824.85,19.12,19.9,50.32,0.3,4639847425,,,,,,,,,,
Asia,Asia,10/25/2020,13191996,85125,91439.71,234794,1296,1484.71,2843.2,18.35,19.71,50.6,0.28,4639847425,,,,,,,,,,
Asia,Asia,10/26/2020,13264641,72645,90055.14,236179,1385,1476.29,2858.85,15.66,19.41,50.9,0.3,4639847425,,,,,,,,,,
Asia,Asia,10/27/2020,13349414,84773,89195,237559,1380,1455.43,2877.12,18.27,19.22,51.2,0.3,4639847425,,,,,,,,,,
Asia,Asia,10/28/2020,13442588,93174,88442,239051,1492,1438.86,2897.21,20.08,19.06,51.52,0.32,4639847425,,,,,,,,,,
Asia,Asia,10/29/2020,13535791,93203,87880.29,240526,1475,1430.71,2917.29,20.09,18.94,51.84,0.32,4639847425,,,,,,,,,,
Asia,Asia,10/30/2020,13627793,92002,87091.43,241923,1397,1403.29,2937.12,19.83,18.77,52.14,0.3,4639847425,,,,,,,,,,
Asia,Asia,10/31/2020,13714627,86834,86822.29,243328,1405,1404.29,2955.84,18.72,18.71,52.44,0.3,4639847425,,,,,,,,,,
Asia,Asia,11/1/2020,13802128,87501,87161.71,244761,1433,1423.86,2974.69,18.86,18.79,52.75,0.31,4639847425,,,,,,,,,,
Asia,Asia,11/2/2020,13885290,83162,88664.14,246233,1472,1436.29,2992.62,17.92,19.11,53.07,0.32,4639847425,,,,,,,,,,
Asia,Asia,11/3/2020,13978280,92990,89838,247803,1570,1463.43,3012.66,20.04,19.36,53.41,0.34,4639847425,,,,,,,,,,
Asia,Asia,11/4/2020,14075510,97230,90417.43,249549,1746,1499.71,3033.62,20.96,19.49,53.78,0.38,4639847425,,,,,,,,,,
Asia,Asia,11/6/2020,14273605,101563,92258.86,252757,1588,1547.71,3076.31,21.89,19.88,54.48,0.34,4639847425,,,,,,,,,,
Asia,Asia,11/7/2020,14367339,93734,93244.57,254234,1477,1558,3096.51,20.2,20.1,54.79,0.32,4639847425,,,,,,,,,,
Asia,Asia,11/8/2020,14462146,94807,94288.29,255725,1491,1566.29,3116.94,20.43,20.32,55.12,0.32,4639847425,,,,,,,,,,
Asia,Asia,11/9/2020,14547743,85597,94636.14,257261,1536,1575.43,3135.39,18.45,20.4,55.45,0.33,4639847425,,,,,,,,,,
