continent,location,date,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,handwashing_facilities,life_expectancy,human_development_index
Asia,Taiwan,4/14/2020,1204,49735,2.088,0.051,0.002,533.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/15/2020,952,50687,2.128,0.04,0.002,524.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/16/2020,903,51590,2.166,0.038,0.002,514.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/17/2020,838,52428,2.201,0.035,0.002,538,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/18/2020,557,52985,2.225,0.023,0.002,497,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/19/2020,624,53609,2.251,0.026,0.005,200.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/20/2020,1835,55444,2.328,0.077,0.004,238.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/21/2020,1371,56815,2.386,0.058,0.005,221.2,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/22/2020,1154,57969,2.434,0.048,0.004,234.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/23/2020,1014,58983,2.477,0.043,0.004,231,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/24/2020,827,59810,2.511,0.035,0.004,223.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/25/2020,619,60429,2.537,0.026,0.004,240,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/26/2020,495,60924,2.558,0.021,0.001,812.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/27/2020,740,61664,2.589,0.031,0.001,889,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/28/2020,694,62358,2.618,0.029,0.001,1387,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/29/2020,484,62842,2.639,0.02,0.001,1622.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,4/30/2020,495,63337,2.659,0.021,0,2174.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/1/2020,374,63711,2.675,0.016,0,3895.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/2/2020,380,64091,2.691,0.016,0.001,1219.1,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/3/2020,342,64433,2.705,0.014,0.002,501,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/4/2020,528,64961,2.728,0.022,0.003,366.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/5/2020,632,65593,2.754,0.027,0.003,359.3,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/6/2020,451,66044,2.773,0.019,0.003,319.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/7/2020,417,66461,2.791,0.018,0.004,283.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/8/2020,402,66863,2.807,0.017,0.003,286.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/9/2020,269,67132,2.819,0.011,0.003,379.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/10/2020,267,67399,2.83,0.011,0.001,742.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/11/2020,362,67761,2.845,0.015,0.001,1398.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/12/2020,349,68110,2.86,0.015,0.001,1258.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/13/2020,277,68387,2.871,0.012,0,2342.7,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/14/2020,274,68661,2.883,0.012,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/15/2020,323,68984,2.896,0.014,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/16/2020,220,69204,2.906,0.009,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/17/2020,185,69389,2.913,0.008,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/18/2020,269,69658,2.925,0.011,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/19/2020,223,69881,2.934,0.009,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/20/2020,226,70107,2.944,0.009,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/21/2020,236,70343,2.954,0.01,0,,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/22/2020,187,70530,2.961,0.008,0.001,1545.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/23/2020,170,70700,2.968,0.007,0.001,1496.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/24/2020,183,70883,2.976,0.008,0.001,1489.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/25/2020,222,71105,2.986,0.009,0.001,1447.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/26/2020,299,71404,2.998,0.013,0.001,1524.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/27/2020,183,71587,3.006,0.008,0.001,1475.5,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/28/2020,170,71757,3.013,0.007,0.001,1412.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/29/2020,156,71913,3.019,0.007,0.001,1384.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/30/2020,174,72087,3.027,0.007,0.001,1384.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,5/31/2020,237,72324,3.037,0.01,0.001,1440.6,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/1/2020,186,72510,3.044,0.008,0.001,702.8,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/2/2020,178,72688,3.052,0.007,0.002,639.9,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/3/2020,188,72876,3.06,0.008,0.002,643.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
Asia,Taiwan,6/4/2020,170,73046,3.067,0.007,0.002,643.4,,,,,,,,,42.2,,8.353,,103.957,,,80.46,
